index,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
529,People with curly hair are attractive. ,0,do i like him or is his hair just curly??,1.0,0.0,0.0,0.0,0.0,0.0
736,I would not take ivermectin. ,0,Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,1.0,0.0,0.0,0.0,0.0,0.0
178,A wrong impression is once again my specialty,1,Unfortunately I made the wrong impressions again. ,1.0,0.0,0.0,0.0,0.0,0.0
116,"Don't say ""dems in disarray,"" because they aren't.",0,"make it illegal to say/write ""Dems in disarray"" on account of it being stupid as fuck",1.0,0.0,0.0,0.0,0.0,0.0
71,"The hallways are very crowded lately. I would prefer to take another form of transportation that is more efficient than walking, but none such option exists.",0,considering crowd surfing the next time the hallways are too packed,0.0,1.0,0.0,0.0,0.0,0.0
671,Bristol is absolutely littered with students!! Glad I never was one🙈,1,I was one of them once,1.0,0.0,0.0,0.0,0.0,0.0
723,"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",1,I could never survive an experience like the one in the film 127 Hours.,1.0,0.0,0.0,0.0,0.0,0.0
670,"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",1,I wouldn't put it in a question and instead would state we should not pay the same as another country if the service is subpar.,1.0,0.0,0.0,0.0,0.0,1.0
123,I can't believe today is the last day we can be gay.,1,Today is the last day of pride month.,1.0,0.0,0.0,0.0,0.0,0.0
372,yes,0,"Synthwave communities really love pessimism don't they haha
Any upbeat energy and people get upset at ya",1.0,0.0,0.0,0.0,0.0,1.0
721,it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1,"Probably would not say it at all because the statement itself is kind of ridiculous. ""Because I'm in a media major, all of my friends are better at video games than me.""",0.0,1.0,0.0,0.0,0.0,0.0
441,"I would say ""I have zero interest in sports, so definitely regretting the decision to sign up for a sports business class that's making me tweet about sports every day...""",0,"For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.",1.0,0.0,1.0,0.0,0.0,0.0
767,"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",1,I should not be having back spasms when I take deep breaths at age 28.,0.0,1.0,0.0,0.0,0.0,0.0
490,what a great day to be stuck inside 🙃,1,It's a terrible day to be stuck inside.,1.0,0.0,0.0,0.0,0.0,0.0
134,Javid hasn't actually opened any new hospitals - he's just announcing that he has when actually he's opening a new facility within an existing hospital,0,"@mjborshell @garygilligan Hasn't he opened a few new hospitals? Oh sorry, maybe it was a new first aid box.",1.0,0.0,0.0,0.0,0.0,0.0
221,Some jerk just honked at a garbage truck because it had to slow down to turn. It was obnoxious,0,"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf.",1.0,0.0,0.0,0.0,0.0,0.0
34,"""Not happy i have been compared to a brick wall"".",0,Nice to be compared to a brick wall 😂,1.0,0.0,0.0,0.0,0.0,0.0
124,You don’t need to post a picture from airplane window every time you fly since all pictures from the window are practically the same. ,0,did you actually fly on a plane if you didn’t post a picture of the view from your window?,1.0,0.0,0.0,0.0,0.0,1.0
491,Happy birthday to me!! I’m 30! 😭,1,I'm 30! Id like to wish myself a happy birthday,1.0,0.0,0.0,0.0,0.0,0.0
834,The high tomorrow is 45! Anyone wanna go to the pool?,1,It is finally going to reach 45 degrees outside.,0.0,1.0,0.0,0.0,0.0,1.0
560,Having morning sickness when you're not actually pregnant is all the fun,1,Having morning sickness when you're not actually sick is not fun!,0.0,1.0,0.0,0.0,0.0,0.0
820,It’s so easy to have the best day until someone lies to your face 🥰❤️😭,1,I hate when people lie to my face. It ruins my day when people lie to my face.,1.0,0.0,0.0,0.0,0.0,0.0
507,Getting a dog was the best thing I could’ve ever done. ,0,Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,1.0,0.0,0.0,0.0,0.0,0.0
234,"Well done Henri, cost us the win #nffc",1,"Terrible Henri,  you cost us the win.",1.0,0.0,0.0,0.0,0.0,0.0
543,bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,1,Bad Romance is a bad song,1.0,0.0,0.0,0.0,0.0,0.0
410,Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,1,Please do not break the rules for christmas and risk serious fines or killing loved ones. Please stay home.,1.0,0.0,0.0,0.0,0.0,0.0
591,I am living on salad and yogurt and it's getting old ,0,I'm just living off salads and yogurt and loving it tbh,0.0,1.0,0.0,0.0,0.0,0.0
321,im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,1,I wish someone would hire me so I don't have to go through hoops and hurdles.,1.0,0.0,0.0,0.0,0.0,0.0
354,"Fleury’s going to make a mistake every once in awhile, he’s only human.",0,The fair-weather fans in all of these threads. Wake up call. Fleury is a human being. Surprise!,1.0,0.0,0.0,0.0,0.0,0.0
43,"I suppose though, we did sign one for the future so, you know, not all gloom and doom...we might be good in 6 years time.",1,I wish we could have signed a player for the first team. ,1.0,0.0,0.0,1.0,0.0,0.0
504,"New levels of desperation: my lack of sleep is not a joke, in fact it’s a downright annoyance ",0,"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",1.0,0.0,0.0,0.0,0.0,0.0
849,everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system,1,I hate the US health care system.,1.0,0.0,0.0,0.0,0.0,0.0
240,"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one",1,"""I don't think anyone regrets watching Spongebob as a child""",0.0,1.0,0.0,0.0,0.0,0.0
639,The lyrics in Taylor Swift's album remind me of the characters from (insert tv show here)!,0,omg my ships are gonna love what taylor swift has done for them,1.0,0.0,0.0,0.0,0.0,0.0
476,"Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",1,"""I can't stop listening to this new song from FOB""",1.0,0.0,0.0,0.0,0.0,0.0
553,Use the hashtag #wastedtime instead,0,It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,1.0,0.0,0.0,0.0,0.0,0.0
21,Lynx Africa is terrible and I’m glad I didn’t get one for Christmas this year ,0,"Not got one lynx Africa for Christmas Day this year, shocked and outraged. #RuinedChristmas",0.0,1.0,0.0,0.0,0.0,0.0
341,"I could've replied ""You do not despise me, you're my best friend.""",0,@Dancruz07 Sureeeeeee you do,1.0,0.0,0.0,0.0,0.0,0.0
166,"me: trying to sleep slightly earlier than usual bc I feel like shit 
my friend, texting the group chat 13 separate times at nearly 4am: hello I don’t think so! how abt I tell u abt how bad things are going instead :)",1,"I might say “I am so annoyed that my roommate won’t stop venting to me when I’m trying to sleep, I already don’t feel good and was trying to sleep Early for Self Care and having them bombard me with their problems at 4am is really putting a damper on things”",1.0,0.0,0.0,0.0,0.0,0.0
615,I’m bored in lockdown which has now resulted in me buying jigsaws like an old woman ,0,"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",0.0,1.0,0.0,0.0,0.0,0.0
498,this is the worst background noise to study with.,0,"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",1.0,0.0,0.0,0.0,0.0,0.0
585,Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,1,Priti Patel and Boris Johnson are doing a terrible job dealing with Covid.,1.0,0.0,0.0,0.0,0.0,0.0
320,Having a bad week but what else is new!! At least I finally got paid 💕😭,1,I had another bad day which is becoming common for me at the moment.,1.0,0.0,0.0,0.0,0.0,1.0
103,Fool me once shame on you. Fool me twice shame on me. Fool me multiple times I must have become a brexiter. #Brexit,1,by simply stating the foolishness of voting in favour of brexit ,1.0,0.0,0.0,0.0,0.0,0.0
102,Do the #Hokies really have to play 5 against 6 tonight? Come on stripes,1,Why is the ref helping the other team?,1.0,0.0,0.0,0.0,0.0,0.0
503,if jesus was resurrected again i would vote for him,1,Our candidates for president are so bad.,1.0,0.0,0.0,0.0,0.0,0.0
638,I won't be eating at the Eastpointe Chick-Fil-A this summer.,0,I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,0.0,1.0,0.0,0.0,0.0,0.0
766,My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,1,I really do not like the walk past first class to get to my coach seat. ,0.0,1.0,0.0,0.0,0.0,0.0
438,I do not like this man,0,Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,1.0,0.0,1.0,0.0,0.0,0.0
745,"just booked to see David Gray too,,, am i 40",1,I am only 21.,1.0,0.0,0.0,0.0,0.0,0.0
494,"If you’re going to bars and vineyards right now, just keep in mind the people who are dying in hospitals from COVID. Your entertainment is not worth their lives. ",0,"Enjoy the bars and vineyards✌🏻
Make sure to send postcards to the people dying in your local hospitals.  I’m sure they’ll be glad you’re not bored anymore",1.0,0.0,0.0,0.0,0.0,0.0
45,"As someone who is aspec in multiple ways, I enjoy having all parts of my identity being recognised. ",0,"i have been informed that, as aroace and agender, i have triple visibility and am now visible from space.",1.0,0.0,0.0,0.0,0.0,0.0
53,"I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave.

#sweatingmyballsoff",1,I hate working outside in the heat. ,0.0,1.0,0.0,0.0,0.0,0.0
279,"As if I didn't know this anyway!
I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg",1,I already knew that I am a night-owl.,1.0,0.0,0.0,0.0,0.0,0.0
335,Who else remembers the Hannah Montana 2: Meet Miley Cyrus double album?,0,"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",0.0,1.0,0.0,0.0,0.0,0.0
329,Nothing warms my heart more than seeing everybody come together and attack Westside’s administration ❤️ #WycoPride #YeeYee,1,Attacking wyco is dumb,1.0,0.0,0.0,0.0,0.0,0.0
300,"“I’m working on Labor Day, I am obviously not having a great day as I could be off like you are but I’m not.”",0,"how you gonna ask me how i’m doing “on this fine labor day” while you’re off, as I’m ringing you out, on labor day.
how do you think i am 💀",1.0,0.0,0.0,0.0,0.0,1.0
514,"The most 2020 quote of the year:

Me: we should go to the Van Gogh Museum!
Little Brother: is that the donny with one ear?",1,My brother referred to Van Gogh as the Donny with one ear.,1.0,0.0,0.0,0.0,0.0,0.0
576,i love siriusxm. siriusxm is my friend,1,I hate SiriusXM,1.0,0.0,0.0,0.0,0.0,0.0
18,"I do not gaslight, gatekeep, or am a girl boss.",0,gaslight gatekeep girl boss,0.0,1.0,0.0,0.0,0.0,0.0
690,There's still plenty of space at the ground,0,@c_j_mcburney Suspect there’s still room for you in the ground,1.0,0.0,0.0,1.0,0.0,0.0
11,Brexit really isn't going to plan.,0,See Brexit is going well,0.0,1.0,0.0,0.0,0.0,0.0
691,Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,1,I have been eating a lot of Kitkats lately! ,0.0,1.0,0.0,0.0,1.0,0.0
460,Is messi going to sign for man city?,0,Will pessi sign for man city,1.0,0.0,0.0,0.0,0.0,0.0
589,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. It’s like she’s in “Gossip Girl”,0,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,1.0,0.0,0.0,0.0,0.0,1.0
233,"""People should share this and fill it out with fake info.""",0,"It would be a real shame if people shared this around and filled it with fake info. People should definitely not do that 😉
https://t.co/Px7dYqjh3I",1.0,0.0,0.0,0.0,0.0,0.0
810,That was not fun being woken up at 3am because of an earthquake.,0,When you get woken up at 3am because of aftershocks from an earthquake 👍😩,0.0,1.0,0.0,0.0,0.0,0.0
623,I absolutely hate potty training toddlers. ,0,Wow... the universe gave me the task of a potty training a whole human? the audacity.,1.0,0.0,0.0,0.0,0.0,0.0
374,"The Drew Barrymore Show is an absolute trainwreck. Like The Tony Danza Show, every two minutes is a clip for The Soup.",1,The Drew Barrymore show is one of the worst TV shows ever produced. ,1.0,0.0,0.0,0.0,0.0,0.0
436,"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",1,ESPN is yet again shwoing the Red Sox and Yankees. Don't they have other teams they can show?,1.0,0.0,0.0,0.0,0.0,0.0
176,I've heard that Baja Blast may be sold in stores and I would enjoy that because I think the drink is good. ,0,"Heard a rumor that Baja Blast is coming to stores and regardless if anything else I hope for in life falls through, at least I'll have this.",1.0,0.0,0.0,0.0,1.0,0.0
726,"""Isn't it funny how CCD is really similar to CDC? Hope nobody mixes up the two""",0,accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,1.0,0.0,0.0,0.0,0.0,0.0
283,I wish people would stop shooting fireworks because it scares my dog.,0,everyone pls stop shooting fireworks my dog is scared :(,1.0,0.0,0.0,0.0,0.0,0.0
627,Jaegermeister did 9/11,1,"""Jaegermeister didn't do 9/11"" or ""Jaegermeister can't melt steel beams""",1.0,0.0,0.0,0.0,0.0,0.0
719,I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,1,“I’m flying to [location]” because I was just flying on an airplane and it happened to be April 20th which people call “420 day”.,0.0,1.0,0.0,0.0,0.0,0.0
107,"""I don't know who Justin Herbert is""",0,Wtf is a Justin Herbert,1.0,0.0,0.0,0.0,0.0,1.0
111,i don’t care because i’m at work,0,2 busy working 2 care,1.0,0.0,0.0,0.0,0.0,0.0
826,Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,1,Iphones are always bad when the new update comes out.,0.0,1.0,0.0,0.0,0.0,0.0
724,"'I hate everything in my basket selling out before the sale was meant to start""",0,Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,1.0,0.0,0.0,0.0,0.0,0.0
406,"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk",1,Day 14 in lockdown.,1.0,0.0,0.0,0.0,0.0,0.0
427,I am fuming that I have paid so much money to live in a house with a leak,0,It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,0.0,1.0,0.0,0.0,0.0,0.0
443,All nighter. Not every exciting,0,alllllll nighter. woohoo,1.0,0.0,0.0,0.0,0.0,0.0
164,"The tweet could be, ""oh my goodness I just accidentally snapped a rando guy from high school ‘yas queen’ with acne cream all over my face"" to make it not sarcastic. ",0,Thank god I just accidentally snapped a rando guy from high school ‘yas queen’ with acne cream all over my face,1.0,0.0,0.0,0.0,0.0,0.0
757,ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,1,"The republican claim of voter fraud was not based in fact and the majority of US voters voted for Joe Biden, and that would be true in any re-voting process",1.0,0.0,0.0,0.0,0.0,1.0
657,I am tired of your crap.,0,i have bags under my eyes because im tired of your bs:),1.0,0.0,0.0,0.0,0.0,0.0
412,Anyone else hear some like thunder or something?,1,Anyone else hear that thunder?,0.0,1.0,0.0,0.0,0.0,1.0
809,Semester hasn’t even started and I’ve already had two breakdowns :) this is gonna be a fun one!,1,I would say “this isn’t going to be a fun semester” instead. ,1.0,0.0,0.0,0.0,0.0,0.0
289,When I go to uni Im going to spend more ,0,Can’t wait to be back at uni so I can order more shoes and clothes without my mum telling me off x,1.0,0.0,0.0,0.0,1.0,0.0
821,thank you @Ranboosaysstuff i just shit my pants 👍very cool #ranbooemail,1,I was startled by Ranboo's email.,1.0,0.0,0.0,0.0,0.0,0.0
493,naming my son onickolas in honor of my love for @NICKIMINAJ,1,Wouldn't it be funny if I named my son Onickolas in honor of Nicki Minaj.,1.0,0.0,0.0,0.0,0.0,0.0
308,Kepa had a great game,1,Kepa was sh*t,1.0,0.0,0.0,0.0,0.0,0.0
40,It’s coming Rome,0,ITS COMING HOOOOOME,1.0,0.0,0.0,0.0,0.0,0.0
253,I'm not happy about me fronting during chaos.,0,Of course the moment I front the system is in utter chaos 🥴,1.0,0.0,0.0,0.0,0.0,0.0
847,"You guys, I just saw the most hysterical fake musical - Electro City! Wouldn’t it be funny if it was a real show we could produce?",0,I picked next year's musical already...Electro City. Obvious choice.,0.0,1.0,0.0,0.0,0.0,0.0
413,why is the weather having a mid life crisis,1,“why is up with the weather at the moment” ,0.0,1.0,0.0,0.0,0.0,1.0
634,too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,1,"At the end and, 'Im the guy wearing socks"".",1.0,0.0,0.0,0.0,0.0,0.0
191,I really don't like being woken up by construction workers an hour before my alarm is meant to go off.,0,"2 things I love:
1. Being woken up by construction work an hour before my alarm.
2. Sarcasm.",1.0,0.0,0.0,0.0,0.0,0.0
550,"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",1,If you truly really believe there is a conspiracy you should boycott the NHS too,1.0,0.0,1.0,0.0,0.0,0.0
301,Happy national siblings day,0,apparently it’s national siblings day? idgaf 💀,1.0,0.0,0.0,0.0,0.0,1.0
325,I like to put oregano on my mac and cheese,0,yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),0.0,1.0,0.0,0.0,0.0,0.0
545,Day 3 of night shift: “Can I get a triple shot puppuccinio?”,1,I need 3 shots of coffee,0.0,1.0,0.0,0.0,0.0,1.0
177,@KhoaVuUmn Reviewer 2: this is a very weak paper that fails proof of concept. Stating a cat bed is also a wizard's hat is totally wrong and your data cannot support this,1,"""this reminds me of the reviewer 2 trope""",1.0,0.0,0.0,0.0,0.0,0.0
8,this last year of trumps presidency is not going too well,0,Loving season 4 of trump does America. Funniest season yet #DonaldTrump #Trump #MAGA #MAGA2020,1.0,0.0,0.0,0.0,0.0,0.0
777,My life priorities have changed ,0,My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,1.0,0.0,0.0,0.0,0.0,0.0
858,"I enjoy dancing the hokey cokey, in particular putting my left leg in. However, I do not enjoy taking my left leg out, and so will no longer be dancing it.",0,"wow, ok, unfollowing now. Was a big fan of putting your left leg in, but just heard about taking your left leg out",1.0,0.0,0.0,0.0,0.0,0.0
602,so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴,1,‘it doesn’t make sense’,1.0,0.0,0.0,0.0,0.0,0.0
761,"Trump thinks that if people socialize during a pandemic, every mental health issue will be solved.",0,Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,1.0,0.0,0.0,0.0,0.0,1.0
115,My control key fell off my laptop and I cannot control my life,0,The control button just fell off my laptop. How symbolic for my life.,1.0,0.0,0.0,0.0,0.0,0.0
52,"I don’t appreciate being banned for using the word embarrasing, when others can be racist/homophobic and it’s okay ",0,"Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay! 🤣🙄",0.0,1.0,0.0,0.0,0.0,1.0
851,How nice of tonsillitis to join me on my holiday 🖕🏻🖕🏻🖕🏻🖕🏻,1,I hate that I got tonsillitis while on holiday,1.0,0.0,0.0,0.0,0.0,0.0
220,day 5 of people being mad about ellen sitting by gw bush is when we'll finally get to the bottom of this,1,People are wasting everyone's time by talking about Ellen sitting with George W Bush like it's an important and shameful event.,1.0,0.0,0.0,0.0,0.0,0.0
99,I watch women's beach volleyball for the hot women.,0,watching olympic womens beach volleyball for the plot,1.0,0.0,0.0,0.0,0.0,0.0
803,"""No I am not hiding something""",0,"Me: ""Did you you find everything you were looking for?""

Customer: ""why, are you hiding something?""

Me: ""aRe YOu HIdiNg sOMetHinG?""",1.0,0.0,0.0,0.0,0.0,1.0
511,"The best part of going out, is waking up at 2PM the next morning wondering whether you're dead or not and what day it is. 😂😳😀",1,"The worst part of going out is waking up the next day, wondering what day it is and if you’re dead.",1.0,0.0,0.0,0.0,0.0,0.0
592,It would be gross to use the yeast in your dog's ears for baking bread.,0,💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕,0.0,1.0,0.0,0.0,0.0,0.0
540,Stop putting beomsil on my timeline. ,0,next person that puts beomsil on my tl has to deal w me crying on the floor,1.0,0.0,0.0,0.0,0.0,0.0
625,tanning in this heat is difficult ,0,tanning in this heat is an extreme sport,1.0,0.0,0.0,0.0,1.0,0.0
80,It wasn't very nice to rat out my location,0,thanks @SovietWomble for ratting my location out on stream and then embarrassing me 😂 it made my day though https://t.co/3b7Cjql2GO,1.0,0.0,0.0,0.0,0.0,0.0
337,@kidcuisine98 Based confidence and believing in proper eye contact-pilled!,1,"I would say ""Yeah, I never get why so people have the issue of maintaining eye contact, it's relatively easy for me to do.""",1.0,0.0,0.0,0.0,0.0,0.0
330,"Blatantly obvious that Lionel Messi is now set for a move to Leeds.

The Newell’s old boys network.",1,Clearly Messi won't be signing for Leeds United but it would be interesting for him to play for Bielsa.,1.0,0.0,0.0,0.0,0.0,0.0
14,"@heathoween @tylerrjoseph Yes, because we need literally every single fucking celebrity to speak up on a topic that's been forced down everyone's throats for the past four months. I use the internet to get away from these fucking real life problems; not everyone needs to weigh in.",1,"""Not every celebrity needs to weigh in on every political issue there is""",1.0,0.0,0.0,0.0,0.0,0.0
687,Ayeee it’s officially “I’m not even your girl” season 😛,1,I don’t belong to anybody until someone makes me change my Facebook status. ,1.0,0.0,0.0,0.0,0.0,0.0
189,"""your pronouns are what's in your pants"" ok. juicy/dumper",1,Your pronouns are not what's in your pants,1.0,0.0,0.0,0.0,0.0,0.0
628,"I always simultaneously wiki deep-dive the royal family, when I watch The Crown.",0,"If you watch #TheCrown and don’t  simultaneously wiki deep-dive on the royal family, did you even watch The Crown?",1.0,0.0,0.0,0.0,0.0,1.0
863,@JacobWohlReport Do I need to aquire a wife before this happens or will I be assigned one?,1,A lot of people don't have a wife.,1.0,0.0,0.0,0.0,0.0,1.0
370,@adorinqdwt @dwtridesgnf Yes the racist is so cool!!!,1,Racist people are not cool.,1.0,0.0,0.0,0.0,0.0,0.0
735,"Wish I was the bitch that Elijah hewson fucking hated, sad :(",1,The same without the ‘:(‘ at the end ,1.0,0.0,0.0,0.0,0.0,0.0
88,"Let me guess, it has to be Charlotte Tilbury makeup. And if by chance you do take it off, use Charlotte Tilbury skincare https://t.co/0c2IfIpy8l",1,She just wants you to use her make-up and skincare.,1.0,0.0,0.0,0.0,0.0,0.0
506,That I am now living in fear and hate spidershttps://twitter.com/QueenAtoB/status/1430308715744440322?s=19,0,"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",1.0,0.0,0.0,0.0,0.0,0.0
683,"@OldUnclePunch Yes, because we really have that sort of power. Why do brexity types always sound like they are all paranoid conspiracy therorists?",1,We don’t have any influence to those in power. ,1.0,0.0,0.0,0.0,0.0,0.0
217,maybe i am a cyber bully,1,Telling someone when they’re wrong and being ignorant doesnt make me a cyber bully.,1.0,0.0,0.0,0.0,0.0,0.0
823,I rub my tears into my face to make them go away.,0,Rubbing my tears into my face is part of my skincare routine lol,1.0,0.0,0.0,0.0,0.0,0.0
223,i’ve never had protected sex,1,I always use protection when having sex,1.0,0.0,0.0,0.0,0.0,0.0
127,it’s always the girls I don’t even know that wanna talk about me 24/7 :) I love my fans :),1,I don’t like people who talk bad about me,1.0,0.0,0.0,0.0,0.0,0.0
637,Finally changed out of pajama pants,0,I changed out of my pajamas today and I think that’s really brave,1.0,0.0,0.0,0.0,0.0,0.0
836,just your casual reminder that #AllBirthdaysMatter and I can’t stress this enough✨fuck trump✨,1,"I would say ""Donald Trump's  birthday does not deserve to be celebrated"".",1.0,0.0,0.0,0.0,0.0,0.0
468,I don't want to get tickets to see One Direction without Zayn.,0,can't wait to cop tickets to see the cracker quartet,1.0,0.0,0.0,0.0,0.0,0.0
714,How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,1,I’m upset because I am free today and none of my friends are because they have previous commitments ,1.0,0.0,0.0,0.0,0.0,1.0
172,I hate mixed signals. ,0,we love mixed signals🙄,1.0,0.0,0.0,0.0,0.0,0.0
149,"I was ready for some march madness, then COVID happened",0,alright I’m ready for some march madness🏀🔥,0.0,1.0,0.0,0.0,0.0,0.0
794,I'm A VeGeTaRiAN BuT I eAt FiSh 🙃🙃🙃,1,I find people who claim to be vegetarian but still eat fish annoying. ,1.0,0.0,0.0,0.0,0.0,0.0
799,"If you want to sound like a professional, dress like one.",0,"@faith_hi @PalmerReport Ahh yes, quick peek at your page and you obviously know everything. Thank you for the enlightenment.😂",1.0,0.0,0.0,0.0,0.0,0.0
293,@lora__ SHOCKED. How am I supposed to tell the kids they're not going to Disneyland on June 21st after all? It's already been cancelled 36 times! https://t.co/SV8gpPn6yw,1,These people were aware of the risks when they booked these trips so they should not be surprised when they get cancelled. ,1.0,0.0,0.0,0.0,0.0,0.0
160,"I’m sorry, but if you message me on Instagram wanting me to help you sell your fit tea and wraps, I’m leaving you on read. 🙃",1,I will not answer you if you message me about fit teas or wraps. I’m leaving you on read. I’m not sorry about it. ,1.0,0.0,0.0,0.0,0.0,0.0
154,You’re terrible,0,@sonofsama1 @Santandave1 you’re trash,1.0,0.0,0.0,0.0,0.0,0.0
701,“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,1,"I don't understand why you go out to so many parties, if you don't like parties.",1.0,0.0,0.0,0.0,0.0,1.0
126,i love jumping on zoom meetings where everyone is talking about their kids &amp; i'm stuffing my face with taco bell,1,I'm sick of listening to my coworkers talk about their kids & want to eat my lunch in peace!,1.0,0.0,0.0,0.0,0.0,0.0
146,The customer service worker sprayed customers with water like one does to train pets.,0,@MollyJongFast I think it should be allowed for customer service workers to squirt water into their face like how they do sometimes to train pets,1.0,0.0,0.0,0.0,0.0,0.0
619,we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x,1,I get annoyed when my power goes out randomly.,1.0,0.0,0.0,0.0,0.0,0.0
611,i am not looking forward to school tomorrow,0,this time tomorrow i'll be dying at school Cannot Wait!,1.0,0.0,0.0,0.0,0.0,0.0
704,Elaine Quijano lacks any control in moderating tonight’s debate. ,0,Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,1.0,0.0,0.0,0.0,0.0,0.0
186,I'm joining in with the rest of Twitter and can't believe how much rain there is,0,Hey what's the weather like today? Am I going to need an umbrella?,0.0,1.0,0.0,0.0,0.0,1.0
801,"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",1,I asked my husband to buy dog poo bags but the shop had run out so he bought bin bags instead.  ,1.0,0.0,0.0,0.0,0.0,0.0
59,It was a really good choice! You should all go watch it ,0,"Started watching house of cards, 4 episodes in. Already I can see it was a good choice😄",0.0,1.0,0.0,1.0,0.0,0.0
358,"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It’s almost like…. our culture is toxic 🤔",1,The face that 'black and white thinking' is considered a mental disorder symptom and yet remains a pillar of American culture is hypocritical.,1.0,0.0,0.0,0.0,0.0,0.0
539,@kashirenaii i would never go to six flags with u,1,I would go to Six Flags with you.,1.0,0.0,0.0,0.0,0.0,0.0
187,trying to figure out how to use notion for my anime list. I think i’m dying,1,"""I'm so confused""",1.0,0.0,0.0,0.0,0.0,0.0
