tweet_id,tweet,sarcastic,rephrase,dialect
673.0,علاقة ترامب بالسياسه زى علاقتى باللغه الصينيه,1,ترامب فاشل على المستوى السياسي,nile
644.0,انه كبير فى العمر والجسم وصغير فى العقل,0,الطول طول نخله والعقل عقل سلخه,nile
,مفيش صواريخ اطلقت كله كدب,0,صاروخ الفضاء المصري اطلق عام 1970 ولم يعد حتى الان,nile
629.0,"الشخص غير جميل أو قبيح"" بنظر المتحدث""",0,القرد بعين أمه غزال,nile
,الـتـثـاوب: هو طريقة الجسم   في التعبير على أن 10% من  البطاريه متبقية,1,الـتـثـاوب: هو طريقة الجسم   في التعبير عن رغبة الشخص ف النوم,msa
,و يا ترى ده دكتور و لا عيان,1,الدكتور شغله مبهدل زى العيان,nile
,ويندوز احسن نظام تشغيل بالدنيا,1,ويندوز نظام تشغيل سيء,levant
,اللي شايفين ان كل حاجة بتدور حواليهم هما بس ساذجين واغبيا,0,الناس اللي فاكرين نفسهم محور الكون دول طيبين اوي,nile
,بنت خاينة اقسمت متبقاش الا معايا وهي بتواعد حد تاني اونلاين,0,أين الفتاة التي أقسمت لك بالبقاء، أنها أونلاين تقسم لغيري,nile
,شعب يقودونه كالحمير وهو لا يفهم شئ,0,شعب مقْودة ضحكوا عليه ضحك معاهم,magreb
,دا فاكر نفسه جاستن بيبر,1,فاكر نفسه صوته حلو زى المغنى جاستن بيبر وهو صوته وحش,nile
403.0,الي يقع في غلط ميكرروش,0,الي يتلسع م الشوربه ينفخ في الزبادي,nile
,امشى اقعد بعيد عنا,0,روح يا راجل شوفلك حته ناشفة اقعد فيها,nile
,اما انتو جريده فيها هيافه استغفر الله العظيم,1,جريدة لا تهتم غير بالأخبار التافهة ,nile
,البدايات تختلف عن النهايات البداية غزل والنهاية طلاق,0,المحن اشتغل اهوة وبعد كده هيجرو ورا بعض بالشبشب,nile
,الشاب السعودي لو تدق عليه شغاله بالغلط عادي يرجع يدق عليها ويقولها : ترا ارتحت لصوتك وانتي غير عن كل الشغالات :smiling_face:,1,الشاب السعودي يعجب بأى صوت بنت حتى لو شغالة ,gulf
,ده فريق فاشل واتهزم هزيمة كبيرة ,0,صفر /عشرة كتير لو فريق من درجة ثالثة كان لعب احسن منهم,nile
291.0,أنت حياتك صعبة ومش طبيعية ,0,هو أنت كدة عايش؟ يا بني دا أنت ميت بالحياة,nile
,الرئيس ترامب افضل رئيس موجود على مجرة درب التبانه,1,الرئيس ترامب رئيس فاشل واداؤه غير مرضى لفئة كبيره,nile
,مهما دورت ولفيت عمرك ما هتلاقي حد يحس بيك غير كرشك,1,محدش هينفعك غير بطنك انما اي حد تاني مش هيحس بيك,nile
,الحضري السد العالي,1,الحضري حارس مرمى قوي,nile
734.0,بنت الأصل بتخلي كوخها قصر,1,رغم الفقر تستطيع المراة الاصلية ان تجعل بيتها مثل القصر,nile
,بعد الفقر والفاقة جاء الغني والمال,0,سبحان العاطى الوهاب من بعد الشبشب والاوبئاب,nile
,مش هنعمل الدايت,0,نبقي نعمل الدايت فالاخره بقي,nile
,تبدلني أنا بكل وزني بهذه النحيلة,0,تبدلني أنا 90 كيلو شحم ولحم بزوج كيلو بطاطا,magreb
,لمآ ترمي شيء من بعيد ويدخل بآلزبآلة تقعد تنآظر آللي جنبك النظره الاحترافيه,1,لمآ ترمي شيء من بعيد ويدخل بآلزبآلة تقعد تنآظر آللي جنبك وكانك لاعب كرة سلة محترف,nile
,ومالوا براحتك يا كبير هو أنت حد هيحاسبك,1,معاك واسطة وفوق الرقابة ,nile
,انا مش بذاكر خالص,0,انا استحق جائزة الاوسكار في المذاكرة دا انا بذاكر ساعة في الشهر,nile
,انت نفسك مبتعملش بكلامك,0,كان القرد نفع نفسه يسطا,nile
,مش يستاهل حاجة قيمة,0,يعطي الحلق للي بلا ودان,nile
424.0,الطفل المصري مش ذكى,0,الطفل المصري اذكى طفل فى العالم,nile
171.0,مفيش حد بصاحب حد بجد الناس كلها بتخون بعضها,0,يا عم أصاحب مين ده عشري باع ابراهيم,nile
,ان الامتحانات لازم تتعمل,0,عدد الحالات 3890 -- الكلية : خلاص بقي ينزلوا الكلية بعد العيد يمتحنوا قبل ما يموتوا,nile
397.0,شكلك فاهم يا نصه,1,غبي جدا وبيحاول يخطط مثلا,nile
,البجح بياخد حقه وحق اللى بتكسف يطلب حقه,0,يعيش البجح على قفا المكسوف,nile
,اللى مخلينى مرتاح البال وعادة أن أنا مش بفهم بسرعه المشاكل,0,مفيش حاجه بتهون عليا مشاكل غير غبائى لانى ساعات مابهمش أن دى اصلا مشكلة,nile
513.0,كل الى فات حماده وكل الى جاى حماده تانى خالص,1,الوضع الجديد مختلف عن الوضع القديم,nile
,بقينا فى زمن النسكافيه هو الحاجه الوحيده اللى بوش واحد,1,يعنى احنا فى زمن البشر فيه بكذا وش,nile
,ماذا يفعل هذا ؟ يظن نفسه قوي وهو ضعيف,0,هذا وش راه يدير ، حاط روحو حمّة,magreb
282.0,المرتبات الصغيره لتصنع من الإنسان راجل قادر على تحدى الصعاب,0,المرتبات الكبيرة دى بتاعت العيال التوتو أما صراع البقاء على قيد الحياة لاخر الشهر ده للرجالة,nile
,يعنى مافيش حاجه هتمشى من غير الواسطه,0,من طلب العلا شافلة واسطه أما سهر الليالي ده فيلم تشوفه مع امك,nile
,هذا الكائن بلبقلوش اشي لانه بخزي,0,لابق للشوحة مرجوحة ولام بريص قبقاب,levant
,الدنيا مترو والشمال كتروا,1,البنات الفاسقات كتروا فى المجتمع,nile
,كله حمله امال مين اللي هتيضرب,1,كل الناس ساعدت فى حمله ولم يوجد أحد ضربه,nile
,انا خايف أن بسبب الحظر أضطر اتفرج علي مسلسل نبيلة عبيد,1,أنا خايف بسبب الملل فى الحظر أعمل حاجات مش بحبها,msa
,الكويت احسن من مصر في كل حاجة ولكن مساحتها صغيرة,0,احنا اينعم حالنا زفت ومفيش صحةولا تعليم ولاقضاءولااقتصاد قوي بس ثانكس جود مساحة دولتنا اكبر من مساحة دولة الكويت,nile
707.0,لازم تفكر في الأمر,0,زواج ليلة تدبيرتو عام,magreb
,انتم تقريبا بتوصلوا رسالة للشباب الايام دي. اختصارها بلا تعليم بلا زفت.,1,المنظومة التعليمية فاسدة ومضرة للشباب,nile
576.0,الاهم من انك تواصل السعى أن يكون ليك حد تقيل شغال فى حتمية الوصول,1,يعنى من الاخر لازم يكون عندك واسطه او حد يسندك عشان توصل لاخر القمة,nile
,الجزائر الجديدة هي نفسها الجزائر القديمة,0,كي نبعثلك ميساج من الجزائر الجديدة من وين ترد عليا ههه,magreb
,طالما البرص مشفش الشبشب هيفضل فاكر نفسه تمساح,1,طالما المغرور محدش وقفه عند حده هيفضل يتمادي في الغرور والتكبر,nile
50.0,الزمالك فريق فاشل وعشان مباره فازها شاف نفسه علينا,1,الزمالك فريق  فاشل ومغرور,nile
,الرئيس ترامب افضل رئيس موجود على مجرة درب التبانه,1,الرئيس ترامب رئيس فاشل واداؤه غير مرضى لفئة كبيره,nile
,من كتر فلوسك تسلف بنك,1,بتتكلم وكأنك معاك فلوس كتير وأنت معدوم,nile
427.0,انتم تقريبا بتوصلوا رسالة للشباب الايام دي. اختصارها بلا تعليم بلا زفت.,1,المنظومة التعليمية فاسدة ومضرة للشباب,nile
641.0,كل الصرف ده وفي الاخر بقي ايه,1,يعني الراجل مكلف نفسه وجايب حاجات كتير وبردوا معفن منضفش,nile
298.0,"لإَ تنخدُع في منظر إَلنإَسُ يإَخۉۉڪْ شف إَلبحَ‘ـِـِر .. شڪْلـہۧ حَلۉ بسُ .........  مإَلح .!""",1,متتخدعش بالمظاهر,msa
716.0,مهما كان الشىء سىء يوجد من يقدره,0,كل فولة مسوسة لها كيال اعور,nile
,انت شايفني كيس جوافه,1,انت شايفني شفاف يعني مليش لازمه,nile
501.0,كان الديكان يعيشان فى سلام حتى ظهرت دجاجة,1,ان اثنان ذكور يكونان فى سلام بينهما حتى تظهر بينهما انثى تفرق بينهما,msa
409.0,ليلي طاهر والله افتكرتها ماتت سبحان الله ... انتي ليسه عندك شروط كمان,1,ليلي طاهر كبرت أوى ولسه تريد العودة للتمثيل بشروط,nile
730.0,محمد صلاح لعيب,0,محمد صلاح نجم النجوم,nile
,خسارة منتخب جيبوتي ٨-٠,0,غدوة نشاء الله نوض على جيبوتي تاع صباح,magreb
464.0,الشعوب فى شهر رمضان فى الليل يخرجون وبعد فيرس كرونا اصبحوا لا يخرجون واصيبوا بالاكتئاب,0,رمضان نايتس ده بتاع العيال التوتو انما احنا عندنا اكتئاب نايتس,nile
,اى ان الناس عديمه القيمه هى الظاهر فى المجتمع,0,القوالب نامت والنصاص قامت عجيبه,nile
191.0,قفشة اصبح عقدة الزمالك والزمالكاوية,0,طب مبلاش سيرة قفشه عشان فيه بوابين هنا وبيتخضو,nile
546.0,البنت دى جامده الله عليكى قمر 14 يابنتى,1,بنت جميلة فى القاعة,nile
19.0,انا خايف أن بسبب الحظر أضطر اتفرج علي مسلسل نبيلة عبيد,1,أنا خايف بسبب الملل فى الحظر أعمل حاجات مش بحبها,msa
400.0,خاين جدا الاعب اللي يسيب ناديه علشان الفلوس ويروح نادي تاني اقل منه,0,لاعب كره مخلص يسيب النادي بتاعه ويروح نادي اصغر علشان المرتب اعلي,nile
601.0,مغرورة وانانيه وبتعرف كل حاجه,0,فاكره انه مفيش منها اتنين وبتعرف المستخبى,nile
,مين البنات دول ..من انهى مجرة,1,بنات جميلة جدا,nile
,شوية فشلة وتافهين ليه أخبارهم متصدرة الأخبار,0,شوية سرسجية مع بعض احنا مالنا نشوف خبر زى دا !!,nile
99.0,الله عليك يا بلاص المفهوميه,1,انت غبي,nile
238.0,الغريب بأرض ليست ارضه هو يحتاج للمساعدة,0,الغريب اعمى ولو كان بصير,nile
,مؤكد العربية ديه حتنطلق للخلف بتوجيهاتكم,1,لن تستطيعوا تصنيع السيارة لانكم فاشلون جدا,nile
,ده واحد ما يعرفش اي حاجة,0,ده واحد ما يعرفش كوعه منبوعه,nile
556.0,مفيش غيرك بيتصرف التصرفات الغريبة دى ,0,انت مفيش منك اتنين ولا يمكن يكون,nile
,التي تثق برجل كانها وثقت بالمياه داخل منخل,0,مامنه للرجال يا مامنه للميه في الغربال,nile
16.0,"فينجر طلب مني الخضوع لاختبار قبل ضمي للأرسنال، في البداية وافقت ثم أجبته كما يلي زلاتان لا يقوم بالاختبارات""  :face_with_tears_of_joy:""",1,مدرب فريق ارسنال يطلب من اللاعب ابراهيموفيتش الدخول فى اختبارات قبل الانضمام لكنه يرفض,msa
,أنا بحكى لكل الناس كل أسرارنى ,0,الواحد بيفكر نفسه حويط وكتوم لحد ما بيلاقى 50 أو 60 بنى ادم بيسالوه عن موضوعه,nile
,احنا تفوقنا علي امريكا بالاهتمام باولادنا في الخارج,1,الإهمال الشديد للحقوق المواطنين فى الخارج,nile
,مابقاش فى حاجه بقت يتلفت انتباهى,0,وعرفت ازاى انك فقدت الشغف مابقاش عايز اجيب السياره الراقصة,nile
,اشتباه بوجود مؤامره,0,شامم ريحه مؤامره,nile
469.0,ايه كمية البودرة دي اللي علي وشك,0,فرق كبير ان البنت تحط علي وشها بودرة وانها تحط وشها في البودرة,nile
188.0,سنة  2020 سنة حصلت فيها كوارث كتيرة,0,سنة 2020 فاضلها تنين مجنح وتقفل علي كدة,nile
,ليس بالضروره ان تجد المتعه فى كل مباريات كرة القدم,0,جوزيه مورينيو من يريد المتعه فاليذهب الى السيرك نحن هنا نلعب كرة قدم,msa
353.0,نفض يا مان كبر ايزى ايزى,1,متشغلش بالك,nile
257.0,ياويلكم ياويلكم ب برنس الفصول وفخر المناخ وهبة ميل الأرض عن محورها,1,الشتاء قادم وهو افضل فصول السنة,nile
258.0,نحن من نصنع من التافهين مثل شاكوش مشاهير,0,وفد بحالوا لوقف شاكوش .... نحن دائماً نجعل من البرص تمساح,nile
121.0,محمد رمضان أخذ الدكتوراة الفخرية يالا سخرية القدر,1,محمد رمضان اخد دكتوراة لا يستحقها,msa
,تعالي كل مكرونا وانسي اللي حصل من ايفونا,1,هزيمة نادى الزمالك من الأهلى عندما احرز الهدف ماليك إيفونا,nile
,كسم الضحك,1,حاجة تضحك جدا,nile
,الزمالك دا اصيل الدنيا بتتغير حواليه وهو ثابت مكانه,1,فريق مبيكسبش,nile
692.0,الرجال يمكنهم مقاومة  نظرية صائبة ويستسلمون لنظرة ثاقبة,1,ان الرجال يفضلوا يعاندوا وييجوا عند الستات ويلينوا,msa
,لا اهتم بالتليفونات ولا يشغل بالي هل لأني لا املك المال؟,0,هو انا الوحيده إللى مبهتمش بالتليفونات ولا عشان انا شحاته مبشغلش بالى,nile
,ياخبرالنهارده بفلوس بكره ينزل عليه أوكازيون,1,متستعجلش تعرف اخبار الناس بكرة يجيلك لحد عندك من غير مجهود,nile
357.0,توقف عن حسد غيرك,0,ياللي بلاصص عضه اسد ولانظره حسد,nile
,البنات المصرية بتبالغ في مهر الجواز ومصاريف الجواز عموما,0,و سعاد حناكة هنا عايزة 100 الف جنيه مهر,nile
,مغرورة وانانيه وبتعرف كل حاجه,0,فاكره انه مفيش منها اتنين وبتعرف المستخبى,nile
423.0,يسخر من الناس وكله عيوب,0,كل يوم رايح جاى يسخر من الناس وهوه مسخرة,nile
465.0,كان كورونا بدا في تونس راو اللي يمرض يهزولو حارتين ياغرت و يطلو عليه رانا انقرضنا,1,الحمد لله أن انتشار المرض بدأ في دولة متقدمة,magreb
,أنا مهما حدث لا انظر إلى الخلف ثقة ام غرور لا غضروف,1,أنا ضهرى واجعنى مش قادر أبص للوراء فى الماضى ,nile
,بنت جميلة زى الفشدة,0,قشدة يابت تسلم البقرة اللى خلفتك,nile
,تبع الكذاب لباب الدار,1,يعني راح نسايرك حتى نفيق بيك,magreb
137.0,التشبه باللاعيب المصري جدو لانه كل ما ينزل الملعب يحرز هدف,0,ياعم انت فاكرني جدو اول ما انزل هجيب جون,nile
343.0,محدش شاف ترامب يا جدعان ؟ أصله كان بيقول انه متفوق على بايدن في الاصوات,1,ترامب كاذب,nile
,مش ضعيف ولا عاجز عن اني اخد حقي منك لكن انا كلامي غالي وانت اقل من اني اعملك قيمة,0,لست عاجزا عن قصف جبهتك لكن الصاروخ غالي والهدف رخيص,nile
,بعد جباية مصاريف المدارس يتم استكمال الدراسة اونلاين,0,بص قول ادفعو المصاريف واحنا هندفع لكن شغل سيكون منتظما داا مش حلو وحنا عارفين ف الاخر هنقضيها اون لاينن,nile
,دمك مش خفيف,0,حوش يا ولاد هموت من كتر الضحك,nile
,ايش تعمل الماشطة فى الوش العكر,1,انت وحش ومهما لبست حلو برضه مفيش فايدة,nile
,لو الجواز مش جريمه ماكنوش طلبوا اتنين شهود,1,الجواز أكبر جريمه علشان كده بيطلبو شهود عليها,nile
,ما ادوم غير الصح,0,ما يبقى في الواد غير حجارو,magreb
,شفتك وأنت ماشي قلبي اتحيّر قلت: ده غزال ولا عجل صغير,1,الشخص لي يمشي و يتمايل يبقى يشبه للحيوانات,nile
,نجح ب 60 في الميه وعامل فرح,1,فاشل وفرحان بفشله,nile
,مروان أسطوره كروبه تستحق أعتزال كره القدم,1,مروان لاعب لا يجيد لعب الكرة اصلا,nile
,الجهاز هون كثير ممتاز و ما بعلق ابدا، صرلي ساعة بستنى,1,الجهاز كثير بطيء و بعلق طول الوقت,levant
,لا يقدر علي البايرن إلا الله :face_with_tears_of_joy:,1,فريق البايرن قوي جدا,msa
,طاجن محمد طاجن بيبدع ف الملعب,1,طاهر محمد طاهر هو لاعب الاهلي المصري,nile
,انت نفسك مبتعملش بكلامك,0,كان القرد نفع نفسه يسطا,nile
,كلمة يا ريت ما بتعمر بيت,1,ان لما تندم علي اللي حصل وتقول ياريت مش هيعمر بيتك ولا هيكسبك,nile
,يوسف الشريف محترم وأخلاقه عالية,0,يوسف الشريف مش بيحضن ف المسلسلات ، شابوه يوسف الشريف,nile
,دا انت هزارك عسل,1,انت هزارك بايخ,nile
,هرقص بس الرقص عيب,0,هاروح اتحزم وأجيلك:slightly_smiling_face:أحلى من الشرف مفيش,nile
,الشعر عنوان جمال المراه وهي جوابها باين من عنوانه,1,شعرها مش حلو,nile
,هو مالوش امان و غدار,0,زى الديب طبعه غريب ان شفته هرب وان ماشفته وثب,msa
,من يبحث عن امرأة طيبة وذكية وجميلة يبحث عن ثلاث نساء,1,لن يتوفر الطيبة والجمال والذكاء فى إمرأة واحدة لابد نمن ثلاث نساء,magreb
,هى شاظرة وعارفة تدير أمورها وأنت خايبة ومش عارفة تتصرفى,0,عندها 9 عيال وعايشة حياتها وبتتصور وهى حاطة رجل على رجل وأنتى معاكى عيل واحد ومحتاسة بيه :face_with_tears_of_joy::face_with_tears_of_joy:,nile
,كوكاكولا أفضل مشروب,0,من قير كوكا لا تحدثني عل قاز هذا راه بيت شعري,magreb
266.0,انه بيسلم ويقدر اى راجل بيقف معاه,0,صبح على اى رجوله ومسي على كل الناس,nile
,كل يوم يعددي يثبت ان اسرائيل دي بلد شوربة واخدة قوتها فالإعلام وبس,1,اسرئيل مجرد فقاعة يتداولها الأعلام,nile
,واحد قال لمو بغيت نتزوج بوحدة بيضاء وطويلة وخدامة قالت له خد الثلاجة,1,المواصفات لي بغا فالزوجة كينين غير فالتلاجة,magreb
154.0,انت هتصيع على مين ياض,1,انت بتتذاكى  على اللى أذكى منك,nile
,ماذا يفعل هذا ؟ يظن نفسه قوي وهو ضعيف,0,هذا وش راه يدير ، حاط روحو حمّة,magreb
,و جاي علي نفسك و صاحي بدري أوي كده ليه,1,قايم من النوم متأخر جدا,nile
,زي النهارده من سنة ، محمد صلاح كان بيجي معسكر المنتخب يشتغل صلاح محسن,1,محمد صلاح كان بيضحك علي صلاح محسن ويقوله هاخدك ليفربول,nile
,عندما تفقد الاحا قدرتها على التعبير لابد ان ياتي الشخير طوابير,1,لا تكفي صيحات الاحتجاج بل لابد من احتجاج اقوى,nile
,واش داك للواد يا الزيتونة,1,واش داني نغلط,magreb
,جهل ترامب بأبسط المعلومات الطبية,0,ترامب يريد علاج المرضى بشرب الكلور,nile
,اقسم بالله انتوا شعب بتحبوا الشو دي سمكة تونه,1,شعب يحب التفاهة والشو الأعلامي,nile
,مرتضى سئ الادب,0,بيقولك مصر فيها اتنين طه حسين عميد الادب ومرتضى عميد قلة الادب,nile
,أسوء أكل بعد أكل مال اليتيم,1,مداق سيئ,magreb
736.0,انا مش عارف صراحة انت اتحدفت علينا من انهي داهية,1,أنت بلاء علينا ,nile
,المكياج يخفي القباحه,0,تحت المكباج الخادع يوجد قمرا ساطع او نوع من انواع الضفادع,nile
,لو بابا طبال ماما اكيد بترقص ياهانم,1,طبع الاسره يغلب,nile
,انا نفسي اروح مكان ميكونش فيه سرنيخ ابن يومين,1,عاوز اروح مكان ميكونش فيه حد خالص,nile
68.0,كده كده يا زمالك الدوري في الجزيره 	 عامل فيها بطل وهو بتاع بليله,1,ان الزمالك فريق ضعيف لا يجيد المنافسه,nile
,انت مبتعرفش تلعب,0,انت لا محصل رونالدو ولا ميسي,nile
237.0,انت مبتعرفش تلعب,0,انت لا محصل رونالدو ولا ميسي,nile
,نفسه يرجع يلعب في الأهلي,0,هيموت ويلعب و يكمل ف العزبه خايف اليغمه تروح عليه,nile
200.0,قالك رئيس المغرب هو أمير المؤمنين تاع هذا الوقت :face_with_tears_of_joy:,1,رئيس المغرب ليس له علاقة بالدين,magreb
,ربنا ياخدك,0,روحى الهى وانت جاى يصدمك تورماى,nile
262.0,مابقاش فى حاجه بقت يتلفت انتباهى,0,وعرفت ازاى انك فقدت الشغف مابقاش عايز اجيب السياره الراقصة,nile
,بنات لبنان قمرات لازم أتجوز منهم ,0,برضك هنتجوز تاني من بتوع لبنان هات اربعه يبني من بيروت,nile
,اللي تعرف ديته اقتله,1,حاول ان تجد نقاط ضعف خصمك,nile
92.0,كوكاكولا أفضل مشروب,0,من قير كوكا لا تحدثني عل قاز هذا راه بيت شعري,magreb
62.0,عندما تفقد الاحا قدرتها على التعبير لابد ان ياتي الشخير طوابير,1,لا تكفي صيحات الاحتجاج بل لابد من احتجاج اقوى,nile
392.0,ومالوا براحتك يا كبير هو أنت حد هيحاسبك,1,معاك واسطة وفوق الرقابة ,nile
178.0,الل ياخد المقصد بدون نية الهي تركبه جنية,1,ربنا يأذيك لوظنيت فينا ظن سئ,nile
,والله يا اخويا الواحد عنده زهايمر من الان,1,أنا بنسي كل حاجة فى السن الصغير ده,nile
718.0,مابقاش فيه حاجة نستغربها بعد تجاربنا فى الحياة,0,عشنا وشفنا وما بقى شي يدهشنا,levant
652.0,شعب يقودونه كالحمير وهو لا يفهم شئ,0,شعب مقْودة ضحكوا عليه ضحك معاهم,magreb
,بعد الفقر والفاقة جاء الغني والمال,0,سبحان العاطى الوهاب من بعد الشبشب والاوبئاب,nile
,بسبب الظروف صرنا نشوف المعزة خرووف,1,الظروف تغير نظرتنا للناس كل مرة,nile
,عادت ريمة لعادتها القديمة,1,شخص لا يترك عاداته السيئة,nile
,علي فكره احسن من علي سهوه,1,انتبه لما هو قادم,nile
255.0,طالما البرص مشفش الشبشب هيفضل فاكر نفسه تمساح,1,طالما المغرور محدش وقفه عند حده هيفضل يتمادي في الغرور والتكبر,nile
,نافخلي نفسه وعاملي فيها جاكي شان,1,فاكر نفسه قوي,nile
379.0,سخرية من فشل السيسي واتهامه للمصريين بانهم السبب فى كل شيء,0,المصريين للسيسي احنا اللى اكلنا الجبنة,nile
,دراسة طبية أن الحشيش بيعالج الكورونا,1,الفتاوي الوهمية اللي مالية الدنيا علي علاج الكورونا,nile
,اصبر على جار السوء يا يرحل يا تجيله داهية تأخذه.,1,اصبر على اذية الجار حتى رحيله او غير ذلك,nile
284.0,الجهاز هون كثير ممتاز و ما بعلق ابدا، صرلي ساعة بستنى,1,الجهاز كثير بطيء و بعلق طول الوقت,levant
,قسما بالله الجزائر تعمل مننا بطاطس محمره,1,الجزائر هتهزمنا بكل سهولة في كرة القدم,nile
219.0,عامل نفسه جد وفاهم شغله وهو غبى,0,عامل زى ابو الفراجين معندوش يا اما ارمحينى,nile
,متصدقش الكلام قبل متشوف بنفسك,0,تسمع كلامه تقول ميسي تشوفه ف الملعب تلاقيه طارق حامد,nile
,التطور هي اسطورة مزعومة لأن الخالق هو الله وخلقه على حالته هذه ولا يتطور,0,ظهور جزء جديد في ذراع الإنسان تصريح طبي جديد ده يعني الدراع بينبت نسقيه,nile
,مفيش مصداقية فى فعالية اللقاحات,0,ماشاء الله عليكوا بتقنعونا كل مدى ان اللقاحات زي عدمها شابوه بجد,nile
113.0,ده فريق فاشل واتهزم هزيمة كبيرة ,0,صفر /عشرة كتير لو فريق من درجة ثالثة كان لعب احسن منهم,nile
,الشعر عنوان جمال المراه وهي جوابها باين من عنوانه,1,شعرها مش حلو,nile
184.0,سخرية من رياض محرز و الصاق امور خيالية كانقاذ سمكة من الغرق لحسن اخلاقه,0,رياض محرز  ينقذ سمكة من الغرق، الله على اخلاقك يا فخر العرب,msa
,حوش الحب هيقطع بعضه,1,شخصان لا يحبان بعضهما,nile
585.0,لو لقيتنى عملتلك كومنت على بوست او صوره اعرف انها عجبتنى لدرجه انى اتحديت كسلى وحركت صباعى عشان خاطرك,1,انى كسلانه بدرجه كبيره,nile
,حاجة خاطية ليك اخطيها,0,لي خاطيك اعييك,magreb
,التي تثق برجل كانها وثقت بالمياه داخل منخل,0,مامنه للرجال يا مامنه للميه في الغربال,nile
246.0,موهبة مظلومة بس تستاهل لأنها سيئة,0,موهبة مظلومة تستحق الظلم أكثر,msa
,هو فاهم كل شىء ومش مبين,0,ده عامل نفسه عبده العبيط :grinning_face:,nile
,ان وجود الحزم مش مسموح بيه وسط الفرح,0,جت الحزينه تفرح شغلت شريط حكيم وقعدت ترقص,nile
,انت شايفني كيس جوافه,1,انت شايفني شفاف يعني مليش لازمه,nile
706.0,داخل الامتحان واثق من نفسه وماحلش حاجة وخارج يعيط,0,الواد داخل الإمتحان أحمد زويل خرج من الإمتحان أحمد بطة,nile
742.0,بعد جباية مصاريف المدارس يتم استكمال الدراسة اونلاين,0,بص قول ادفعو المصاريف واحنا هندفع لكن شغل سيكون منتظما داا مش حلو وحنا عارفين ف الاخر هنقضيها اون لاينن,nile
,الاهم من انك تواصل السعى أن يكون ليك حد تقيل شغال فى حتمية الوصول,1,يعنى من الاخر لازم يكون عندك واسطه او حد يسندك عشان توصل لاخر القمة,nile
,تبع الكذاب لباب الدار,1,يعني راح نسايرك حتى نفيق بيك,magreb
516.0,فاكر نفسك شيكابالا,1,انت مابتعرفش تلعب,nile
,دايما البنات لسانها طويل وخصوصا البنت القصيرة,0,هل تعلم ان البنت القصيرة ربنا عوضها في لسانها,nile
662.0,الحكومة دى مجاش زيها فى نزاهتها وإصلاحها,1,الحكومة فاسدة وفاشلة,nile
114.0,البنت اللي تركت حبيبها صار عندها حبيب سابق,0,البنت اللي تركت حبيبها صار عندها الX .. بقي ناقصها الايفون,levant
240.0,انت شايفني كيس جوافه,1,انت شايفني شفاف يعني مليش لازمه,nile
,ان محمد صلاح ميسلمش على ممثلات عشان حرام,0,محمد صلاح قى حفل التتويج مبيسلمش على الممثلات الله على اخلاقك يا فخر العرب,nile
,الحديث قياس فيه الفضة و فيه النحاس,1,لسانك ترجمان قلبك,magreb
45.0,كل يوم يعددي يثبت ان اسرائيل دي بلد شوربة واخدة قوتها فالإعلام وبس,1,اسرئيل مجرد فقاعة يتداولها الأعلام,nile
,بسبب الظروف صرنا نشوف المعزة خرووف,1,الظروف تغير نظرتنا للناس كل مرة,nile
85.0,ضحكولو تمد على طولو  هههههههههههه,1,تمادى إلى حد مقرف,magreb
,انا مش عارف صراحة انت اتحدفت علينا من انهي داهية,1,أنت بلاء علينا ,nile
222.0,انا نفسي اروح مكان ميكونش فيه سرنيخ ابن يومين,1,عاوز اروح مكان ميكونش فيه حد خالص,nile
,مرتضى سئ الادب,0,بيقولك مصر فيها اتنين طه حسين عميد الادب ومرتضى عميد قلة الادب,nile
,شركة فيسبوك اكثر شركة بهتموا بالخصوصية,1,شركة فيسبوك لا تحترم الخصوصية,levant
,اذا كان اللي بيفهمك سابق اللي بيحبك بخطوه.. و اللي بيطمنك سابقهم بمشاوير : احسب سرعة وصول اللى هيخزوقك,1,اللي بيخزوقك هو اكتر واحد موجود حواليك واللي بيطمنك وبيفهمك وبيحبك متاخرين عن اللي بيخزوقك,nile
330.0,هذا الكائن بلبقلوش اشي لانه بخزي,0,لابق للشوحة مرجوحة ولام بريص قبقاب,levant
273.0,كنت حاسس نفسي بتفرج علي الجونه وحرس الحدود اقسم بالله,1,مباراة مصر وانجولا اداء الفريقين سئ جدا,nile
,يا نهار ابيض ايه التور ده..محدش يلعب جنبه,1,ده لاعب قوى,nile
,انا نفسي اروح مكان ميكونش فيه سرنيخ ابن يومين,1,عاوز اروح مكان ميكونش فيه حد خالص,nile
,صاحب الحق قوى,0,صاحب الحق سلطانا,msa
,بكره هتكون زي شكوش وحمو نمره كلهم بداو كدا وهيتكون عندك لامبرجيني,1,طالما هايف هتنجح,nile
,النادى فاشل ولا أمل منه,0,والله لو ضميتوا، اللعيبه، كلها مافي فايدة برضو,nile
,خسارة منتخب جيبوتي ٨-٠,0,غدوة نشاء الله نوض على جيبوتي تاع صباح,magreb
,وحده تقول :  الرجوله افعال اما الشنب حتى النساء يمكن ان يكون لهم شنب,0,وحده تقول :  الرجوله افعال اما الشنب حتى صديقاتي عندهم,nile
,المية تكدب الغطاس,1,يحتار ناس بخبرة شخص فيدخلوه في تجربة حتى يتاكدوا من قدراته,nile
,انت غبي,0,مبروك كسبت جايزة اوبل في الذكاء,nile
